date,temp,precip,humidity,windspeed,text
2016-12-26,42.6,0.0,84.7,13.9,"Overall model guidance is more consistent, improving forecast confidence. A dynamic mid-upper level trough will move from the north-central to eastern US, bringing enhanced snowfall in the Great Lakes to Northeast, including lake effect snow. Rain is expected in lower elevations and snow in higher elevations across the Northwest and Intermountain West/Rockies. Southern US will see rain due to a series of low pressure systems, while the northern regions may experience a mix of rain and snow. Expect colder temperatures and wintry precipitation from the Midwest and Great Lakes to Appalachians and Northeast. Heavy precipitation is anticipated due to low-level return flow from the Gulf of Mexico, indicating increased humidity levels. A positively tilted trough will lead to significant moisture impacts, especially in northern areas."
2016-12-27,57.5,0.0,70.0,19.7,"Active weather pattern expected with influences from northeast Pacific and northern Atlantic. A deep storm will move northward near Maine, bringing heavy snow and strong winds, while another system off southern California moves inland and progresses toward the southwest. The northern tier states may experience snowfall as surface low pressure develops. By days 6-7, disagreements in forecasts regarding western troughing are anticipated with low heights concentrated over the northwest. Potential for significant system development in the Plains-Great Lakes region, influenced by southwestern U.S. energy and northern stream flow.

Heavy rainfall is likely across the lower Mississippi Valley and Gulf Coast, transitioning to snowfall in the Great Lakes and Northeast. Expect highest 5-day precipitation totals in favored areas of the southern Cascades, central West Coast, Sierra Nevada, southern California, Arizona, and Four Corners region. 

Temperatures will be variable through the weekend, with a surge of much colder air (20-35°F below normal) entering the northern parts of the western-central U.S. Snow expected over the northern two-thirds of the West, potentially at lower elevations. Eastern U.S. temperatures could trend 10-20°F above normal, with a significant warm-up for minimum temperatures in comparison to the northern high plains."
2016-12-28,45.1,0.0,50.9,19.3,"Surge of cold air into the western U.S. and northern plains, leading to colder temperatures and increased precipitation coverage. A strong northeastern Pacific mean ridge will amplify troughing in the western U.S., causing temperatures to be 10-20°F below normal by Monday, with potential for some areas to reach 20-25°F below normal by Tuesday-Wednesday. Much of California and the Southwest will be drier according to the GFS cluster, which predicts a compact closed low near the California coast. A significant system is likely to affect the Great Lakes/New England this weekend, with GFS runs showing deeper impacts than consensus, though recent trends indicate weakening. Expect organized precipitation over favored areas along the Sierra Nevada range, with uncertainty in intensity and timing for rain and snow. Heavy rainfall is anticipated from the weekend into next week, particularly in the lower Mississippi Valley/Gulf Coast and southern Appalachians. Temperatures in the northern plains will be 20-30°F below normal Monday to Wednesday, with wintry precipitation expected in the northern third of the central-eastern states. Strong winds are possible in some areas. Warmer temperatures with anomalies of 10-20°F likely in the East on Monday-Tuesday, pushing southward into the plains and Mississippi Valley by midweek."
2016-12-29,42.0,0.247,77.2,15.1,"Record cold temperatures are likely in the Pacific Northwest, Idaho, Montana, and northern California/Nevada, with min/max temperatures 20-35 degrees below average and widespread sub-zero lows by Thursday across 15 states. An Arctic air mass will push southward next week, causing below average temperatures for nearly all lower 48 states, except central/south Florida and possibly extreme southern Texas. The eastern U.S. will see temperatures 10-20 degrees above average ahead of a deepening system moving from the southern plains to the Great Lakes on Monday and Tuesday, bringing heavy rain along the Gulf Coast into Alabama and Georgia. Snow is expected in the Northwest, especially with the Arctic front passage, along with strong winds on the northwest side of the low pressure system. Colorado will also see snow as strong high pressure settles into Idaho and Wyoming following the front."
2016-12-30,38.3,0.001,51.6,26.8,"A strong northeastern Pacific ridge over Alaska and northwestern Canada will support deep northwestern CONUS troughing early in the week, gradually shearing eastward/southeastward. Below normal temperatures are expected, particularly in the northwest, Great Basin, and northern plains, with potential for daily record lows. Average temperatures are forecasted to be 15-30°F below normal in the affected regions. Rain is expected over coastal-southern areas and snow elsewhere, with total precipitation highest in favored terrain along the Sierra Nevada and Four Corners states. A combination of systems will generate a broad shield of precipitation during the week, with heavy rainfall possible in the lower Mississippi Valley and predominantly snow in the northern Rockies. Much above normal temperatures, especially for minimums, are expected initially, transitioning to colder temperatures later in the week across central-eastern states. Strong winds may occur due to pressure gradients. Precipitation types, especially wintry, remain uncertain in specific locations."
2016-12-31,39.4,0.0,50.2,25.5,"Well below normal temperatures are expected from the interior Northwest into the Northern Plains, with highs and lows 20-30°F below normal for multiple days, potentially setting daily record lows. Early in the week, temperatures in the East will be 10-20°F above normal for highs and 20-30°F above normal for morning lows, transitioning to colder air later. A complex system will bring rain and potentially snow to the Eastern U.S., especially in the Mid to Upper Great Lakes, with brisk winds. Highest precipitation totals are expected in Northern-Central California, with uncertainties about timing and intensity. Periods of lake effect snow are likely, and increased moisture is forecast for the Pacific Northwest. Confidence in precipitation coverage and intensity in the Central-Eastern states is low, with scenarios ranging from dry to widespread precipitation, possibly including wintry weather."
2017-01-01,46.0,0.0,51.8,12.7,"The forecast indicates uncertainty for the eastern Pacific and the lower 48 states, with a strong upper high retrograding to the western coast of Alaska, leading to a deep eastern-northern Pacific trough. Heavy precipitation is expected over the central west coast and Sierra Nevada, with a potential for 5-10 inches, influenced by subtropical moisture. Low confidence exists regarding the timing and coverage of significant weather events, particularly from Wednesday to Friday, due to differing models and energy ejecting from the West Coast affecting the eastern U.S. Colder temperatures are predicted to shift eastward, with the northern plains experiencing 20-30°F below average on Wednesday and Thursday, while the western-central states may see above-normal temperatures by next Sunday. Snowfall is possible east of the Rockies, particularly near the Great Lakes, although confidence in coverage is low."
2017-01-02,43.4,0.348,91.8,11.2,"Below normal temperatures are expected across most of the U.S. except the Southwest from Thursday through Saturday, with some moderation in the Intermountain West, Rockies, and Plains as an upper trough approaches British Columbia. A potentially high-end atmospheric river event will impact California from Saturday through Monday, with projected precipitation of 2 to 5 inches in the coastal ranges and 5 to 12 inches in the Sierras over 48 hours. The weather pattern is influenced by an upper ridge over Alaska and an amplifying upper trough over Eastern Canada, which may lead to a winter storm for parts of the East Coast next Sunday. Confidence is higher in the ECMWF model, favored at 70%, despite overall low confidence indicated by ensemble spreads."
2017-01-03,44.3,0.855,96.3,9.2,"Heavy precipitation is expected across northern and central California late this weekend into early next week, driven by an atmospheric river event. Confidence is high for significant rainfall with water anomalies exceeding normal levels, particularly along the coastal ranges and Sierra Nevada. Precipitation may cause hydrologic impacts such as mudslides and debris flows. In the eastern U.S., accumulating snow is possible in the southern mid-Atlantic, with cooler, drier conditions anticipated early next week as a surface high pressure system moves in. Meanwhile, well below normal temperatures across the central U.S. will transition to above normal as upper ridging develops from the southern Rockies to the upper Midwest. Significant snowfall, measuring in feet, is expected in the Sierra Nevada's higher elevations. Uncertainty remains regarding a potential second surface low off the southeast coast, affecting the forecast."
2017-01-04,47.2,0.002,68.3,16.0,"Heavy rainfall is expected across northern and central California from late this weekend into early next week, driven by a deep vortex off the northwest coast. Expect significant precipitation from Saturday night through Monday, with snowfall measured in feet in higher elevations and potential for mudslides and debris flows. A cyclogenesis event on Saturday may bring accumulating snow to parts of the Mid-Atlantic and Northeast before moving to the Canadian Maritimes. Early next week, conditions will be dry and cool across the eastern U.S. while a surface low is expected to track from the plains to the upper Midwest, increasing the chance for winter precipitation. Freezing rain is possible in the Pacific Northwest at the start of the event."
2017-01-05,33.9,0.0,48.2,11.2,"Wet conditions will persist in the western U.S. due to strong onshore flow and troughing off the Pacific Northwest, with significant precipitation expected, including over 15 inches in some areas of northern California, Oregon, and Washington. Intense rainfall may lead to hydrologic issues such as mudslides. Snow totals could reach yards at higher elevations. Temperatures will be below average east of the divide from Montana to the high plains, with a warming trend anticipated for the east after Monday. Precipitation chances, including snow, sleet, and freezing rain, will increase mid next week from the plains to the upper Midwest, potentially affecting the Northeast."
2017-01-06,31.5,0.0,55.4,15.6,"Wet patterns will continue across much of the western U.S., with heavy precipitation expected in northern and central California, possibly exceeding 10 inches of liquid equivalent, and significant snow in the Sierra Nevada. A deep cyclone offshore the Pacific Northwest will weaken over time. Below-average temperatures are forecast east of the Rockies, particularly 20-30°F below average in parts of the Carolinas on Monday morning due to clear conditions following recent snowfall. Daytime highs in the Carolinas are expected to moderate into the 60s later in the week. In the interior West and Texas, temperatures are projected to be near to above average, with possible record highs. There will be increasing chances for heavy precipitation, including frozen precipitation, in the Plains and Midwest as another system approaches midweek."
2017-01-07,23.6,0.012,56.9,22.7,"Wet pattern across the West with heavy precipitation, possibly exceeding 6 inches in northern/central California and the Sierra Nevada. A deep cyclone will move from the Plains to the Upper Midwest, increasing precipitation chances, including frozen varieties in the Mid-Atlantic and Northeast. Below average temperatures forecasted, 20-30°F below average in parts of Montana, North Dakota, and South Dakota, as well as Washington and Oregon due to an Arctic boundary. Freezing rain concerns in the central/southern Plains, Missouri, and Arkansas. Above average temperatures expected in the interior West into Texas, with potential record highs. A warming trend in the East, possibly slowed by recent snowfall."
2017-01-08,19.7,0.0,41.4,22.7,"Wet pattern shifting into the mid-Mississippi Valley late this week, with a pronounced northern/southern stream split supporting a deep trough or closed low in the Southwest. An upper ridge is set to build northward from Florida. Increasing moisture will be drawn northward through Texas and into the Northeast. A system moving into the Great Lakes Thursday and Canada Friday will drag a cold front southward into the Carolinas, stalling across the mid-Mississippi and Tennessee Valleys from Friday to Sunday. Below-average temperatures are expected in the northern tier, especially east of the Rockies. Significant precipitation associated with an upper low from the Pacific Northwest will diminish later this week. Precipitation will expand from Texas northeastward due to a lingering frontal boundary, with strong southerly flow from the Gulf. A significant temperature gradient of +/- 20°F is anticipated, with mixed precipitation types likely due to strong southerly flow at 850 hPa above northeast surface flow. Areas to the south will see rain while those to the north may experience snow, sleet, and freezing rain depending on boundary positions. A warming trend ahead of the cold front will bring temperatures into the 60s for the mid-Atlantic, 50s for the Northeast, and 40s for northern New England, potentially approaching record highs. This may raise concerns for ice impacts due to significant precipitation amounts. Cooler weather will follow the cold front for Texas eastward to Florida, with Florida remaining unaffected by the cooler temperatures."
2017-01-09,21.3,0.0,46.4,14.5,"Wet pattern expected over the mid-Mississippi/OH valleys late this week and southern plains over the weekend into Monday, January 16, with potential for an ice storm from portions of the southern plains to mid-MS valley. A developing upper trough will bring precipitation, including moderate to heavy snow in the mountains of central to southern CA/NV/UT/CO, and possibly into the high plains. 1-2 inches of icing accumulation possible in western and central OK, southeast KS, and central MO due to strong high pressure funneling cold air and a warm front above. Below normal temperatures expected in the northern plains on Thursday, central plains on Friday, and upper Great Lakes to central plains over the weekend, with significant anomalies fading as the high weakens. A cool down is anticipated in the mid-Atlantic next weekend after warmer temperatures earlier in the week. Persistent warmth forecasted in the southeast US to the lower MS valley, with temperatures 10 to 15 degrees above normal."
2017-01-10,30.3,0.0,50.3,22.9,"Wet pattern expected over the mid-Mississippi/OH valleys and southern plains late this weekend into early next week, with potential for frozen precipitation including freezing rain in the Columbia Basin on Sunday and Monday. Good agreement in large-scale flow pattern, with ridging developing in the east and an upper trough in the southwestern U.S. Increasing model uncertainty regarding the upper trough's movement from northern Mexico to the central plains and its interaction with shortwave energy affecting the northwestern U.S. Sustained low-level flow from the Gulf of Mexico will enhance precipitation near a frontal boundary across Texas, the middle Mississippi Valley, Ohio Valleys, and mid-Atlantic region, with a potential major icing event. Below normal temperatures across much of the north central U.S. and southern plains due to arctic high pressure and an upper trough, with freezing rain possible in the northwest early next week. Above normal temperatures expected under strong upper ridging in the southeast/lower Mississippi Valley."
2017-01-11,45.5,0.072,74.5,17.9,"A widespread freezing rain event is expected from the southern plains to the mid-Atlantic this weekend, with significant ice accumulations likely over Oklahoma, Kansas, and Missouri. Heavy and widespread precipitation will occur across the southern plains, Rockies, and central plains on Sunday. Increased humidity is anticipated as warm, moist air moves over an Arctic airmass, causing fluctuating temperatures with a warming trend in the south. A cold front will bring heavy rainfall to the southern plains Sunday into Monday, with potential for substantial rain in the lower/middle Mississippi and lower Ohio valleys early to mid next week, shifting chances for snow and ice to the upper Mississippi Valley and Great Lakes. Active weather is forecasted for the Pacific Northwest Tuesday-Wednesday, with heavy rain, mountain snow, and freezing rain expected as moisture surges into the region."
2017-01-12,61.1,0.023,71.3,27.9,"A wet pattern will develop over the southern and central plains, shifting eastward to the lower and middle Mississippi Valley and the Ohio Valley early to mid-week. A major ice storm is possible from January 15 to January 19, 2017, impacting Oklahoma, Kansas, Missouri, and eastern Nebraska, with heavy valley rain, mountain snow, and freezing rain expected. A wavy frontal boundary will create conditions for snow, sleet, and freezing rain in the northern edge of precipitation this weekend. Heavy and widespread precipitation is anticipated across the southern and central plains on Sunday. A secondary low pressure system may bring increased precipitation to the southern plains and lower Mississippi Valley from Tuesday to Thursday. Additionally, heavy rains and mountain snow are forecast for the Pacific Northwest, with possible freezing rain in interior Washington and Oregon early to mid-next week. Potential for snow and ice accumulation may shift into the upper Mississippi Valley and Great Lakes along with rainfall in lower Mississippi and Ohio Valleys."
2017-01-13,53.0,0.0,53.8,21.3,"Forecast highlights the movement of a strong Arctic vortex affecting Alaska and the Northern Gulf of Alaska from Sunday night into Tuesday, with a slower solution expected. A vigorous new vortex is anticipated to form over Southern Central Alaska by day 7, leading to a change in upper flow from cold cyclonic to slightly anticyclonic over the Western states. Periods of snow flurries or light snow are expected in Northeast Alaska with limited precipitation due to offshore flow. The Pacific Northwest will experience continued active weather with wet systems on Saturday and Monday, potentially decreasing QPF Wednesday and Thursday but with more snow at lower elevations due to lower freezing levels. Significant rainfall is likely in Northern California and Southern New England, with heavy rain expected from a slug of high PW air. A major system is forecasted to develop over the Central states by Tuesday, bringing a large area of moderate to heavy precipitation from the Mississippi Valley to the East Coast, with strong convection possible in the Southeastern states and ongoing flood concerns."
2017-01-14,36.6,0.29,78.3,10.7,"Split flow pattern over North America with northern stream troughing impacting the Midwest and Northeast, while a southern stream trough remains over northwestern Mexico. Unsettled weather and wintry precipitation expected in the western US, with significant height falls and potential cyclogenesis moving towards the plains by next Friday/Saturday. Anticipated precipitation of 5-10 inches in the western regions, particularly from the Pacific Northwest into Northern California and the Sierra Nevada range. Enhanced rain and snow are forecasted, with moisture reaching southern California, Arizona, and the Four Corners region, though the timing remains uncertain. 

Temperatures in the West will trend from above normal midweek to below normal late week. Eastern locations will experience much above normal temperatures, with minimum temperatures averaging 20-25°F above normal and could reach 30-40°F above normal by next Saturday. Potential for daily record warm values exists. The Gulf Coast into the Tennessee Valley/Southern Appalachians has the highest potential for rainfall due to flow ahead of an initial front and re-established low-level Gulf inflow. The warm pattern will limit winter weather coverage primarily to the Upper Mississippi Valley eastward. Potential periods of strong winds are anticipated along the West Coast."
2017-01-15,41.2,0.0,63.3,10.3,"Forecast for January 18 to January 22, 2017:

Multiple Pacific systems are expected to impact the western U.S., with significant precipitation forecasted. Total precipitation may reach 5-10 inches in southwestern and northern California and the Sierra Nevada. Lesser amounts, but still significant, are anticipated along the west coast and favored inland areas. A leading midweek system will bring lighter rainfall, while a stronger trailing system will deliver heavier precipitation to southern California and Arizona. Confidence in precipitation trends has increased.

Near to above normal minimum temperatures and somewhat below normal maximum temperatures are expected along the west coast. In the eastern two-thirds of the country, much above normal temperatures are predicted, with minimums in the northern Plains/Upper Mississippi Valley perhaps 30°F or more above normal. Some daily record warm minimums are possible during the period, particularly on Saturday.

Strong winds may occur along portions of the west coast and localized inland areas. The potential exists for enhanced rainfall from the Gulf Coast through the Southeast due to a lingering surface front, an ejecting upper low from Mexico, and incoming dynamics from the western-central U.S.

Winter weather impacts are anticipated in the Great Lakes, Northeast, and western half of the northern Plains, although details remain uncertain. Winter weather primarily confined to those regions, while significant warm minimums and enhanced rainfall are expected in the Southeast and Gulf Coast."
2017-01-16,41.3,0.0,63.8,9.0,"Heavy precipitation is forecasted to return to California, with expected amounts of 5-10 inches, and possibly more on windward facing slopes. This will further alleviate drought conditions. High elevation snow is likely in California and Arizona. Temperatures will be below normal for highs and near to above normal for lows. Lighter rains are anticipated in the remainder of the West. A significant weather system is projected to bring heavy rainfall from the western-central Gulf Coast into the Southeast and Tennessee Valley, along with additional rains over the weekend. Increased convection is possible in southern areas. A broad precipitation shield will develop from the Plains to the Eastern U.S., with a chance of strong convection. Much above normal temperatures, exceeding 30°F above average, are expected in most areas east of the Rockies, with potential record warm low readings over the Upper Mississippi Valley. Snow coverage will be unusually low, confined primarily to the northern Plains and areas near the upper low, given the prevailing weather pattern."
2017-01-17,45.1,0.223,94.5,13.2,"Wet weather expected in California relieving drought conditions, with heavy precipitation forecasted from the Southeast through the Mid-Atlantic into Southern New England. Significant rain anticipated, averaging 5-8 inches in some coastal locations and over the Sierra Nevada, with heaviest precipitation around Friday-Friday night and again Sunday-Monday. Strong winds likely along the West Coast. Narrow temperature ranges with below normal highs by >10°F and near to above normal lows. East and Midwest will see rain Friday with a brief dry period followed by potential moderate to heavy rainfall near the Gulf Coast and severe convection risks over the weekend. Rain expected across the Eastern U.S., enhanced by low-level Atlantic inflow. Limited snowfall possible near the upper low and Appalachian terrain. Most areas east of the Rockies will have normal temperatures, while the Upper Mississippi Valley may experience morning low anomalies of +25-35°F for the 5-day period. Multiple days of record warm lows expected in the Upper Mississippi Valley."
2017-01-18,50.8,0.0,74.0,18.8,"Positive anomaly in eastern Canada; closed cyclones moving under the 40th parallel will influence weather patterns. Significant precipitation expected from Pacific systems across the west/plains from Saturday night to Monday, with up to several inches of liquid equivalent. Highs below normal, up to 10°F colder than average in some areas. Strongest winds likely in central-northern west coast Saturday night-Sunday. A band of snow expected to the northwest of the low track as it moves northeast across the plains, with cooler air arriving. Morning lows in the upper MS Valley expected to be 30-40°F above normal. A broad shield of precipitation will deliver heaviest rains from the eastern Gulf Coast northeast towards the Appalachians and East Coast. Increased rainfall expected over the east coast, with minimal instability northward. South-central plains and lower Ohio Valley will see a relative maximum in rainfall. Above to much above normal temperatures expected in the region after a warm weekend."
2017-01-19,46.7,0.0,69.3,12.3,"A significant storm system is expected to move from the lower Mississippi Valley to the Northeast early next week, with heavy rainfall anticipated in Coastal New England and the Mid-Atlantic states. Strong winds are also expected in these regions. Uncertainty exists regarding the eastward progression of a broad trough entering the Western U.S. from Sunday to Tuesday, with ensembles showing substantial spread. An active weather pattern will persist over much of the Western U.S. through early next week, transitioning to calmer conditions mid-week as a strong surface high builds in. Accumulating snow is possible in the Central U.S. with a surface cyclone tracking from the Central Plains to the Great Lakes by mid-next week. Cooler temperatures are expected downstream by Wednesday to Thursday. High precipitation totals are forecast for the California coastal ranges and Sierra Nevada, with rain in low elevations and snow elsewhere. Active weather is expected primarily from Sunday to Monday, with strong winds along the West Coast and a trend towards below normal temperatures developing, particularly in the Plains. Potential for snowfall over the Northern-Central Plains into the Great Lakes exists, but details on precipitation timing and intensity are unclear. A period of strong inflow from the Atlantic will result in heavy rainfall over the East Coast through Tuesday. Severe weather is likely over parts of the South/Southeast during the weekend. Overall, above to much above normal temperatures are expected, particularly warm overnight lows possibly reaching record values in the Upper Mississippi Valley, with mostly light rainfall expected late in the period."
2017-01-20,44.2,0.011,89.3,9.0,"Snow potential for the interior northeast and central/high plains to the upper Midwest next week. Warm air aloft from the tropical/subtropical system will result in wintry precipitation types. Significant moisture transport expected, influenced by Canadian high pressure maintaining cooler surface temperatures. Precipitation rates could be impressive, with significant accumulation anticipated near the NE/SD border into southern WI. By midweek, precipitation will diminish in the west and interior west as the upper trough moves northeast. Temperatures expected to be below average, trending toward climatology with an increase in lake effect snow production Thursday/Friday due to north/north-northwest flow."
2017-01-21,48.3,0.001,97.7,7.7,"Snow potential for the interior northeast and central/high plains to the upper midwest early next week due to an upper low and surface cyclone. A strong surface low is expected to move from Kansas to Michigan, bringing a swath of accumulating snow to the northwest. Mild air will result in wintry precipitation, including sleet and freezing rain. Later in the week, high pressure will build over the western U.S., leading to a quiet pattern, but temperatures will remain below average as flow turns northerly. Lake effect snow is anticipated to increase Thursday and Friday, with a trend of temperatures in the east moving back toward climatological averages."
2017-01-22,48.8,0.136,97.2,13.4,"Forecast from January 25 to January 29, 2017, indicates a fairly quiet weather pattern across the lower 48 states following a coastal storm and a surface cyclone. A broad trough will develop over the eastern U.S. with a frontal boundary plunging south into the Gulf of Mexico, while upper ridging and strong surface high pressure will dominate the western U.S. There is some uncertainty regarding the timing of the surface low crossing the Great Lakes on Wednesday. Light snow is expected from the departing coastal storm and the cyclone, while precipitation will be sparse across the country thereafter. Localized snow showers may occur in the Great Lakes and Central Appalachians due to northwest flow. Initially mild temperatures in the East will trend cooler by the week's end. The western region will experience below-average temperatures under strong surface high pressure. Increased chances of precipitation are anticipated in South Texas and Florida next weekend due to moisture returning from the Gulf."
2017-01-23,44.6,0.717,92.4,31.6,"A continental polar airmass will move into the eastern U.S., resulting in cooler temperatures. Limited precipitation is expected, primarily lake effect snow over the Great Lakes, with a slight chance of rain affecting the Gulf Coast and scattered showers in Florida. The Pacific Northwest will likely see precipitation, mainly in coastal Washington and the Cascades. An incoming clipper system may slightly enhance lake effect snow over the weekend and bring a better chance of snow to the northern plains by next Monday. Temperatures will remain near/below average in the western and southeastern U.S., while the northern plains and Great Lakes could experience above-average temperatures. Models generally agree on the pattern, with some discrepancies regarding lower pressure and a deeper trough in the Great Lakes and Northeast, as well as potential cyclogenesis in northern Carolina not being supported by recent guidance."
2017-01-24,43.8,0.033,77.7,21.9,"A continental polar airmass will lead to colder temperatures across the eastern U.S., while cold high pressure remains in the west. Precipitation will primarily consist of lake-effect snow near the Great Lakes with a slight chance of rain along the Gulf Coast due to a stalled front. Increased rain chances are expected on Sunday in Florida and the Pacific Northwest. Early next week, model discrepancies arise for the northwestern and northern U.S. from an upper-level shortwave interacting with a high amplitude ridge. Overall, temperatures will start below average east of the Rockies, with milder air moving into the northern U.S. by the weekend. A low pressure center is forecast over the Great Lakes, with temperatures expected to be generally below or near normal across most regions through early next week."
2017-01-25,50.9,0.001,57.0,15.8,"The weather forecast indicates a transition from a high amplitude upper-level pattern to a zonal pattern across the U.S. Polar air mass will exit the eastern U.S. early next week, with lake-effect snow diminishing over the Great Lakes on Monday. Cyclogenesis near the Carolina coast is anticipated on Monday with the upper trough retreating. The Pacific Northwest is forecast to influence the weather this weekend with different speed predictions between the ECMWF (faster) and GFS (slower). The 00Z GFS/GEFS aligns better with the 00Z ECMWF/EC mean, while the newer 06Z GFS/GEFS has shifted to a slower forecast. Precipitation from the next Pacific low is expected to reach the West Coast late Tuesday into Wednesday. Rain chances are forecasted for southern Texas due to an upper low next Tuesday into Wednesday. Zonal flow will likely weaken a surface feature in New England, with precipitation anticipated in multiple areas linked to low-pressure systems."
2017-01-26,50.9,0.074,54.5,29.3,"From January 29 to February 2, 2017, a negative anomaly and upper trough will dominate the eastern U.S., while a positive anomaly and upper ridge will be present over the western U.S. The eastern trough will remain amplified, with 850 mb temperatures averaging 1 to 1.5 times below normal, leading to max temperatures 3 to 6 degrees below average east of the Mississippi River. In contrast, max temperatures in the plains will be 5 to 10 degrees above average. A strong polar cold front is expected to reach the eastern seaboard by Monday morning. 

Precipitation will be minimal, primarily occurring as lake effect snow downwind of the Great Lakes and light precipitation near frontal zones. An increase in precipitation is possible on Wednesday and Thursday, particularly near the northeastern seaboard. The western U.S. will initially experience dry conditions, becoming wetter by mid-week as a deep cyclone approaches, with moisture levels 1.5 to 2.5 times above average. Overall, expect a significant temperature contrast across regions, with below-average temperatures in the east and above average in the plains."
2017-01-27,41.5,0.014,41.9,20.6,"Positive temperature anomaly of 1.5 standard deviations above average in the west and negative anomaly of 2 standard deviations below average in the east. The week will begin with an amplified upper pattern featuring a ridge in the west and a trough in the east. Expect temperatures near average or slightly above/below average nationwide. Significant weather includes a trough over the northeast starting Monday, with polar and potentially arctic air affecting the region, resulting in max temperature anomalies about 5 degrees below average over the northeastern quadrant. Lake effect snow is anticipated downwind of the Great Lakes, along with light to moderate snowfall from the Upper Mississippi Valley into the Great Lakes and Northeast from Monday through Wednesday, complemented by gusty cold advection. 

By Thursday/Friday, a wrapped-up Pacific system could lead to warm advection precipitation stretching from the central/southern plains through the Ohio and Tennessee Valleys into the Mid-Atlantic, with a potential mix of rain and snow. A stationary frontal zone will bring snow and lower elevation rain to the Pacific Northwest and Northern Rockies, with heavier precipitation expected from the Oregon coast to Northern and Central California. A large, slow-moving Pacific system will approach the west coast, bringing moist conditions by Wednesday and expanding moisture across the Northwest into the Inter-Mountain West. Cold polar air remains entrenched east of the Cascades."
2017-01-28,39.8,0.0,45.4,17.7,"Strong mid-level high pressure across Alaska will influence weather patterns with a broad trough in the eastern Pacific. Heavy rain and higher elevation snow are expected in northern California mid to late week. Low temperatures across the western region will average near normal, with enhanced precipitation in the northern Rockies due to a stalled front. The Pacific Northwest will see moisture extending inland, with snow in higher elevations and varying precipitation types based on low-level temperatures. High temperatures will be below normal in northern areas and near/above normal to the south. The Great Lakes and Northeast will experience light to moderate snow, with lake effect precipitation from cyclonic flow. Southern areas should average above normal temperatures, while the northern plains will see warmer readings early, followed by generally below normal temperatures. A potential wavy front in the southern plains may focus precipitation, with the central plains to mid-Atlantic being the dividing line for precipitation types."
2017-01-29,40.1,0.0,55.6,11.9,"Eastern North America will experience broad mean troughing, while a modest ridge will be near the West Coast. An amplified Eastern Pacific trough will move through the region, potentially bringing a large storm system from Friday into Sunday. A reinforcing polar/arctic cold front will sweep through the Great Lakes and Northeast. Light precipitation is expected near a stationary front across the southern tier. The ECMWF model shows divergence from other models regarding the eastern U.S. weather, indicating uncertainty about a potential secondary polar short wave. By the weekend, a significant storm system may impact the Mid to Lower Mississippi Valley up to the Northeast/Mid-Atlantic due to various atmospheric interactions. Heaviest precipitation is anticipated across Northern/Central California and the Pacific Northwest from Friday through Sunday due to increased onshore flow. Minimal sensible weather impacts are expected nationwide, with localized heavier precipitation likely. There is an increasing moisture content in the eastern regions due to the approaching system, potentially resulting in rain and frozen precipitation while light rain persists near the southern frontal zone. Monitoring is needed as the evolving weather situation develops."
2017-01-30,34.7,0.051,62.6,18.2,"Upper troughing will persist over the eastern U.S. while the west experiences increased ridging from February 2 to February 6, 2017. An initial weather system off the west coast will move inland on Friday, with high pressure moving eastward from the high plains. A potential surface system may move northeast from the lower Mississippi Valley to New England. Significant weather impacts are expected, with initial precipitation focus on the west coast, which may weaken. A widespread area of snow, mix, and rain is anticipated across the eastern half of the U.S. by next weekend, with the highest precipitation totals in northern California and the Sierra Nevada. Late-week moisture may extend into the Pacific Northwest and northern Rockies, while low-level temperatures are expected to be drier over the weekend. There is uncertainty regarding the details of the heaviest precipitation, particularly in the northern third of the east, which may see meaningful snowfall, while the central latitudes may experience a mix of precipitation types. High temperatures will be 10-20°F below normal across the northern tier, with cold air extending into the east. The northern plains will trend toward normal temperatures. The southern half of the west and the southern plains will experience near to above-normal temperatures, with possible light rain and snow in some areas."
2017-01-31,41.6,0.0,48.2,16.6,"The forecast indicates a ridged pattern over the West Coast and a trough over the Eastern U.S., with a strong closed high in the Eastern/Northeastern Pacific and Interior Alaska, leading to uncertainty for the lower 48 states, particularly on Monday and Tuesday. A deep closed low is expected to form in the Pacific Northwest, causing displacement of previous configurations. 

Significant precipitation is anticipated, particularly in favored terrain from Northern California/Sierra Nevada, Pacific Northwest, and Northern Rockies, with rain in coastal areas and snow in inland/northern locations. A surface low and associated frontal system are predicted to reach the Plains and Mississippi Valley by Tuesday, influenced by an upper low in the Eastern Pacific.

Temperatures are expected to be above normal in the southern half of the West, Central-Southern Plains, and Southeast, with anomalies of +10°F or greater possible. Below normal temperatures are anticipated across the Northern Tier and Eastern areas, especially from Friday to Sunday. A fast-moving system will bring various types of precipitation across the Eastern U.S., with snow to the north and rain to the south, transitioning in central latitudes; the highest totals likely in the South-Central Mississippi Valley and Tennessee Valley."
